instruction,input,output
Report the incident with appropriate safety tip.,"I noticed a loud noise near 35577 Debbie Orchard, Lake Steven, ND 44424.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 084 Peters Brook Apt. 955, East Juantown, MS 82619.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 962 Michelle Terrace, Janetmouth, AZ 36086.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a pothole near 57438 Thompson Landing Apt. 317, Port Timothyhaven, ID 45080.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near PSC 8452, Box 1823, APO AP 05292.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 40915 Small Cove, Andrewport, IL 42559.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 8571 Hernandez Harbor Apt. 098, East Amyside, KY 19055.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a pothole near USNV Andrews, FPO AE 09838.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a pothole near 702 Thomas Spring Apt. 160, South Philipshire, UT 92168.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 5381 Bradley Course Suite 174, Ruizbury, RI 34324.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a gunshot near PSC 6255, Box 7701, APO AA 15297.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 45992 Richard Station Apt. 581, Amandafurt, MT 31771.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 6153 Mueller Mews, Amybury, TN 88267.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 99758 Lynn Fall Suite 619, Lake Lisafurt, NM 85041.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 29022 Schmidt Loaf, Gonzalezmouth, OK 89572.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 519 Cheryl Pass Suite 240, Rachelton, VT 73905.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 40369 Garrett Station Suite 666, Lake Glenn, ID 73301.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a pothole near 2422 Charles Brook Apt. 762, East Dawnchester, NH 91647.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 278 Arnold Mission Suite 532, Jacobsshire, VA 31532.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 8950 Ashley Squares Suite 197, East Jessicahaven, WV 37125.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 913 Mccoy Shore, Lake Cynthiashire, RI 07418.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a loud noise near PSC 8077, Box 8795, APO AA 46758.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a pothole near USNV Roberts, FPO AE 91602.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a road hazard near PSC 4940, Box 7929, APO AE 86526.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near Unit 9047 Box 1281, DPO AA 33537.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 4019 Renee Streets Apt. 752, Kimberlybury, HI 69626.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 29276 Young Mill Apt. 395, Lake Josephville, GA 61320.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 8366 Baker Pines Suite 047, Gregoryhaven, AZ 13262.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a gunshot near PSC 5694, Box 5441, APO AA 86267.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a pothole near 393 Byrd Falls Suite 800, North Roberthaven, TX 58951.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 3009 Brian Ranch Apt. 911, Port Cassandrafurt, WV 85423.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
